Country,2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Sudan,45 ,42 , 48,,45 ,43 , 49,,45 ,42 , 48,,45 ,43 , 49,,45 ,43 , 49,,45 ,42 , 49,,45 ,42 , 49,,44 ,41 , 47,,44 ,41 , 47,,44 ,41 , 48,,45 ,42 , 49,,46 ,43 , 50,,46 ,43 , 50,,48 ,44 , 52,,47 ,44 , 51,
Suriname,18 ,17 , 21,,14 ,11 , 16,,13 ,10 , 16,,12 ,10 , 15,,11 ,9 , 13,,9 ,8 , 11,,10 ,8 , 13,,12 ,10 , 14,,12 ,10 , 14,,13 ,11 , 15,,11 ,9 , 14,,12 ,10 , 14,,12 ,9 , 14,,12 ,10 , 14,,12 ,10 , 14,
Sweden,... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/)."
Switzerland,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Syrian Arab Republic,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Tajikistan,49 ,46 , 51,,47 ,45 , 49,,46 ,44 , 48,,46 ,44 , 48,,37 ,36 , 39,,42 ,40 , 44,,41 ,40 , 43,,42 ,41 , 44,,33 ,32 , 35,,35 ,33 , 36,,29 ,28 , 31,,26 ,25 , 27,,20 ,19 , 21,,14 ,13 , 14,,13 ,12 , 14,
Thailand,7 ,7 , 8,,6 ,5 , 6,,5 ,5 , 5,,4 ,4 , 5,,4 ,4 , 4,,2 ,2 , 2,,2 ,2 , 2,,2 ,2 , 2,,2 ,1 , 2,,2 ,2 , 2,,2 ,2 , 2,,2 ,1 , 2,,2 ,2 , 2,,2 ,1 , 2,,1 ,1 , 2,
Timor-Leste,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Togo,32 ,29 , 34,,18 ,14 , 22,,16 ,11 , 20,,14 ,10 , 18,,13 ,9 , 17,,16 ,13 , 20,,15 ,13 , 18,,19 ,14 , 22,,15 ,13 , 19,,15 ,12 , 19,,17 ,13 , 21,,17 ,13 , 21,,16 ,12 , 21,,16 ,12 , 21,,13 ,9 , 18,
Tonga,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Trinidad and Tobago,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Tunisia,36 ,34 , 39,,36 ,34 , 38,,36 ,34 , 38,,36 ,33 , 38,,32 ,28 , 35,,34 ,31 , 36,,35 ,33 , 38,,35 ,33 , 37,,35 ,33 , 38,,33 ,30 , 37,,30 ,26 , 34,,28 ,22 , 33,,25 ,18 , 31,,31 ,27 , 35,,29 ,24 , 34,
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Tuvalu,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Türkiye,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,26 ,24 , 27,,20 ,19 , 22,,14 ,13 , 16,,15 ,14 , 17,,15 ,14 , 16,,14 ,13 , 16,,13 ,12 , 15,,11 ,10 , 13,,8 ,8 , 10,,8 ,7 , 10,,8 ,7 , 9,,7 ,6 , 9,,8 ,7 , 10,,7 ,6 , 9,,6 ,5 , 8,
Ukraine,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Arab Emirates,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
United Kingdom,... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables)."
United Republic of Tanzania,20 ,18 , 21,,18 ,16 , 20,,13 ,12 , 15,,13 ,12 , 15,,14 ,13 , 16,,15 ,14 , 16,,16 ,14 , 17,,12 ,11 , 14,,11 ,9 , 12,,10 ,9 , 12,,9 ,8 , 11,,11 ,9 , 12,,11 ,8 , 12,,8 ,6 , 10,,8 ,6 , 9,
United States,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uruguay,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uzbekistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Vanuatu,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Venezuela (Bolivarian Republic of),... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Viet Nam,16 ,14 , 17,,17 ,15 , 20,,16 ,15 , 17,,17 ,15 , 20,,16 ,14 , 20,,17 ,14 , 20,,15 ,14 , 16,,14 ,13 , 15,,11 ,10 , 11,,11 ,10 , 12,,11 ,10 , 11,,13 ,12 , 14,,14 ,13 , 15,,13 ,12 , 14,,11 ,10 , 12,
Yemen,41 ,38 , 46,,40 ,38 , 43,,40 ,37 , 42,,40 ,38 , 42,,42 ,40 , 44,,43 ,41 , 45,,43 ,40 , 45,,43 ,41 , 45,,43 ,42 , 46,,43 ,41 , 45,,43 ,41 , 45,,43 ,41 , 45,,39 ,37 , 41,,39 ,37 , 42,,40 ,38 , 42,
Zambia,21 ,20 , 23,,20 ,19 , 22,,20 ,18 , 21,,18 ,17 , 19,,16 ,15 , 18,,18 ,16 , 19,,17 ,15 , 18,,15 ,14 , 16,,14 ,12 , 15,,10 ,9 , 11,,8 ,7 , 10,,9 ,8 , 11,,9 ,7 , 11,,8 ,6 , 9,,6 ,5 , 8,
Zimbabwe,25 ,24 , 26,,21 ,19 , 22,,14 ,11 , 15,,14 ,12 , 16,,12 ,10 , 14,,12 ,10 , 14,,11 ,9 , 12,,9 ,7 , 11,,8 ,6 , 9,,7 ,6 , 9,,8 ,5 , 9,,8 ,6 , 10,,8 ,6 , 9,,7 ,5 , 8,,6 ,4 , 8,
Global,23 ,19,29,,20 ,17,25,,18 ,14,22,,17 ,14,21,,16 ,13,19,,15 ,12,19,,15 ,12,18,,14 ,11,17,,13 ,11,16,,12 ,10,15,,12 ,10,15,,12 ,10,15,,12 ,9,15,,11 ,9,14,,10 ,9,13,
